4.5127,3.9813,-0.72398,-0.68983,0.65881,-0.75231,2.5101
3.8602,6.1905,-0.85892,-0.51211,0.43751,-0.89921,-0.92835
1.5712,7.8155,-0.91204,-0.41011,0.10162,-0.99482,0.19293
-0.91299,9.482,-0.92206,-0.38704,-0.29882,-0.95431,1.5825
-3.1698,11.667,-0.87442,-0.48517,-0.75277,-0.65828,-3.3728
-0.062312,-0.13493,-0.0063783,-0.99998,-0.052484,-0.99862,-0.59957
-0.3791,0.3077,0.035081,-0.99938,-0.049728,-0.99876,3.1072
1.7887,-2.9756,0.0020163,-1,0.037362,-0.9993,3.4472
3.4207,-5.0322,-0.163,-0.98663,0.24816,-0.96872,-2.0055
1.4509,-1.7967,-0.25527,-0.96687,0.4025,-0.91542,-1.5689
0.026275,0.46515,-0.28662,-0.95805,0.43761,-0.89916,0.12672
-0.69334,1.8394,-0.28457,-0.95865,0.37805,-0.92578,1.8578
-0.58204,2.2423,-0.26519,-0.9642,0.29821,-0.9545,-2.7673
-3.0756,6.0205,-0.16383,-0.98649,0.082571,-0.99659,-1.8835
-4.277,7.6405,0.027982,-0.99961,-0.27649,-0.96102,-1.3286
-3.4036,5.353,0.20983,-0.97774,-0.58676,-0.80976,1.0357
-2.0307,2.7916,0.34384,-0.93903,-0.71376,-0.70039,-1.2304
-1.6925,1.2989,0.4321,-0.90183,-0.77459,-0.63246,-0.67172
-1.2909,-0.14544,0.50189,-0.86493,-0.79454,-0.60722,1.4654
-0.17292,-1.548,0.52111,-0.85349,-0.78066,-0.62496,3.2321
1.5441,-3.1682,0.489,-0.87228,-0.71473,-0.6994,1.3088
3.1128,-5.43,0.38843,-0.92148,-0.53895,-0.84234,2.2206
6.303,-10.593,0.18458,-0.98282,-0.17745,-0.98413,-2.3559
4.6779,-8.0787,-0.10201,-0.99478,0.32999,-0.94399,3.1632
4.1878,-5.8538,-0.32316,-0.94635,0.62237,-0.78272,-0.92438
2.729,-3.2253,-0.48954,-0.87198,0.78393,-0.62084,-3.1281
1.0874,-1.5901,-0.55098,-0.83452,0.83927,-0.54372,2.2045
1.1376,-0.23477,-0.60901,-0.79316,0.879,-0.47682,0.47232
0.65049,0.99064,-0.6433,-0.76561,0.86941,-0.4941,0.24544
0.030344,2.1086,-0.64372,-0.76526,0.82337,-0.56751,2.1629
-0.18534,3.2611,-0.65613,-0.75465,0.74102,-0.67149,0.88681
-0.96008,4.4329,-0.63917,-0.76907,0.59713,-0.80215,1.6337
-1.7625,5.7756,-0.5653,-0.82489,0.38834,-0.92152,3.432
-2.0803,6.6044,-0.5035,-0.86399,0.068163,-0.99767,1.0214
-3.0769,7.994,-0.36794,-0.92985,-0.30774,-0.95147,1.8947
-1.7828,5.3809,-0.26719,-0.96364,-0.59272,-0.80541,1.412
-0.60507,2.8084,-0.20724,-0.97829,-0.75023,-0.66117,0.77671
-0.043387,0.99184,-0.18304,-0.98311,-0.805,-0.59327,-0.88495
-0.25387,0.0060133,-0.17981,-0.9837,-0.82725,-0.56183,1.7079
0.70768,-2.2106,-0.17462,-0.98464,-0.78565,-0.61867,-3.0217
-0.4638,-1.9551,-0.201,-0.97959,-0.73308,-0.68015,-1.1476
-0.74356,-2.6009,-0.15562,-0.98782,-0.63357,-0.77369,-3.4486
